,old_slurm_index,slurm_index,index,files,cycle,pass,tile,version,counter
199,324,199,3133,SWOT_L2_HR_PIXC_002_548_078R_20230830T153316_20230830T153317_PGC0_01.nc,2,548,078R,PGC0,1
200,329,200,3139,SWOT_L2_HR_PIXC_002_563_235L_20230831T045112_20230831T045123_PGC0_01.nc,2,563,235L,PGC0,1
201,337,201,3148,SWOT_L2_HR_PIXC_002_576_073L_20230831T153257_20230831T153308_PGC0_01.nc,2,576,073L,PGC0,1
202,341,202,3152,SWOT_L2_HR_PIXC_002_576_075L_20230831T153317_20230831T153328_PGC0_01.nc,2,576,075L,PGC0,1
203,342,203,3151,SWOT_L2_HR_PIXC_002_576_075R_20230831T153317_20230831T153328_PGC0_01.nc,2,576,075R,PGC0,1
204,343,204,3154,SWOT_L2_HR_PIXC_002_576_076L_20230831T153327_20230831T153338_PGC0_01.nc,2,576,076L,PGC0,1
205,344,205,3153,SWOT_L2_HR_PIXC_002_576_076R_20230831T153327_20230831T153338_PGC0_01.nc,2,576,076R,PGC0,1
206,345,206,3156,SWOT_L2_HR_PIXC_002_576_077L_20230831T153337_20230831T153348_PGC0_01.nc,2,576,077L,PGC0,1
207,346,207,3155,SWOT_L2_HR_PIXC_002_576_077R_20230831T153337_20230831T153348_PGC0_01.nc,2,576,077R,PGC0,1
208,347,208,3158,SWOT_L2_HR_PIXC_002_576_078L_20230831T153347_20230831T153358_PGC0_01.nc,2,576,078L,PGC0,1
209,348,209,3157,SWOT_L2_HR_PIXC_002_576_078R_20230831T153347_20230831T153358_PGC0_01.nc,2,576,078R,PGC0,1
210,349,210,3160,SWOT_L2_HR_PIXC_002_576_079L_20230831T153357_20230831T153408_PGC0_01.nc,2,576,079L,PGC0,1
211,350,211,3159,SWOT_L2_HR_PIXC_002_576_079R_20230831T153357_20230831T153408_PGC0_01.nc,2,576,079R,PGC0,1
212,351,212,3162,SWOT_L2_HR_PIXC_002_576_080L_20230831T153407_20230831T153418_PGC0_01.nc,2,576,080L,PGC0,1
213,352,213,3161,SWOT_L2_HR_PIXC_002_576_080R_20230831T153407_20230831T153418_PGC0_01.nc,2,576,080R,PGC0,1
214,353,214,3164,SWOT_L2_HR_PIXC_002_576_081L_20230831T153417_20230831T153428_PGC0_01.nc,2,576,081L,PGC0,1
215,354,215,3163,SWOT_L2_HR_PIXC_002_576_081R_20230831T153417_20230831T153428_PGC0_01.nc,2,576,081R,PGC0,1
216,355,216,3166,SWOT_L2_HR_PIXC_002_576_082L_20230831T153427_20230831T153430_PGC0_01.nc,2,576,082L,PGC0,1
217,356,217,3165,SWOT_L2_HR_PIXC_002_576_082R_20230831T153427_20230831T153430_PGC0_01.nc,2,576,082R,PGC0,1
218,357,218,3168,SWOT_L2_HR_PIXC_003_007_232L_20230901T045118_20230901T045124_PGC0_01.nc,3,7,232L,PGC0,1
219,358,219,3167,SWOT_L2_HR_PIXC_003_007_232R_20230901T045118_20230901T045124_PGC0_01.nc,3,7,232R,PGC0,1
220,359,220,3170,SWOT_L2_HR_PIXC_003_007_233L_20230901T045123_20230901T045134_PGC0_01.nc,3,7,233L,PGC0,1
221,360,221,3169,SWOT_L2_HR_PIXC_003_007_233R_20230901T045123_20230901T045134_PGC0_01.nc,3,7,233R,PGC0,1
222,361,222,3172,SWOT_L2_HR_PIXC_003_007_234L_20230901T045133_20230901T045144_PGC0_01.nc,3,7,234L,PGC0,1
223,362,223,3171,SWOT_L2_HR_PIXC_003_007_234R_20230901T045133_20230901T045144_PGC0_01.nc,3,7,234R,PGC0,1
224,363,224,3174,SWOT_L2_HR_PIXC_003_007_235L_20230901T045143_20230901T045154_PGC0_01.nc,3,7,235L,PGC0,1
225,364,225,3173,SWOT_L2_HR_PIXC_003_007_235R_20230901T045143_20230901T045154_PGC0_01.nc,3,7,235R,PGC0,1
226,365,226,3176,SWOT_L2_HR_PIXC_003_007_236L_20230901T045153_20230901T045204_PGC0_01.nc,3,7,236L,PGC0,1
227,367,227,3178,SWOT_L2_HR_PIXC_003_007_237L_20230901T045203_20230901T045214_PGC0_01.nc,3,7,237L,PGC0,1
228,369,228,3180,SWOT_L2_HR_PIXC_003_007_238L_20230901T045213_20230901T045224_PGC0_01.nc,3,7,238L,PGC0,1
229,371,229,3183,SWOT_L2_HR_PIXC_003_007_239L_20230901T045223_20230901T045234_PGC0_01.nc,3,7,239L,PGC0,1
230,374,230,3184,SWOT_L2_HR_PIXC_003_020_078L_20230901T153419_20230901T153430_PGC0_01.nc,3,20,078L,PGC0,1
231,375,231,3185,SWOT_L2_HR_PIXC_003_020_079L_20230901T153429_20230901T153440_PGC0_01.nc,3,20,079L,PGC0,1
232,376,232,3186,SWOT_L2_HR_PIXC_003_020_080L_20230901T153439_20230901T153450_PGC0_01.nc,3,20,080L,PGC0,1
233,377,233,3187,SWOT_L2_HR_PIXC_003_020_081L_20230901T153449_20230901T153500_PGC0_01.nc,3,20,081L,PGC0,1
234,378,234,3189,SWOT_L2_HR_PIXC_003_020_082L_20230901T153459_20230901T153510_PGC0_01.nc,3,20,082L,PGC0,1
235,379,235,3188,SWOT_L2_HR_PIXC_003_020_082R_20230901T153459_20230901T153510_PGC0_01.nc,3,20,082R,PGC0,1
236,380,236,3191,SWOT_L2_HR_PIXC_003_020_083L_20230901T153509_20230901T153517_PGC0_01.nc,3,20,083L,PGC0,1
237,381,237,3190,SWOT_L2_HR_PIXC_003_020_083R_20230901T153509_20230901T153517_PGC0_01.nc,3,20,083R,PGC0,1
238,382,238,3193,SWOT_L2_HR_PIXC_003_035_226L_20230902T045054_20230902T045055_PGC0_01.nc,3,35,226L,PGC0,1
239,383,239,3192,SWOT_L2_HR_PIXC_003_035_226R_20230902T045054_20230902T045055_PGC0_01.nc,3,35,226R,PGC0,1
240,384,240,3195,SWOT_L2_HR_PIXC_003_035_227L_20230902T045054_20230902T045105_PGC0_01.nc,3,35,227L,PGC0,1
241,385,241,3194,SWOT_L2_HR_PIXC_003_035_227R_20230902T045054_20230902T045105_PGC0_01.nc,3,35,227R,PGC0,1
242,386,242,3197,SWOT_L2_HR_PIXC_003_035_228L_20230902T045104_20230902T045115_PGC0_01.nc,3,35,228L,PGC0,1
243,387,243,3196,SWOT_L2_HR_PIXC_003_035_228R_20230902T045104_20230902T045115_PGC0_01.nc,3,35,228R,PGC0,1
244,388,244,3199,SWOT_L2_HR_PIXC_003_035_229L_20230902T045114_20230902T045125_PGC0_01.nc,3,35,229L,PGC0,1
245,389,245,3198,SWOT_L2_HR_PIXC_003_035_229R_20230902T045114_20230902T045125_PGC0_01.nc,3,35,229R,PGC0,1
246,390,246,3201,SWOT_L2_HR_PIXC_003_035_230L_20230902T045124_20230902T045135_PGC0_01.nc,3,35,230L,PGC0,1
247,391,247,3200,SWOT_L2_HR_PIXC_003_035_230R_20230902T045124_20230902T045135_PGC0_01.nc,3,35,230R,PGC0,1
248,392,248,3203,SWOT_L2_HR_PIXC_003_035_231L_20230902T045134_20230902T045145_PGC0_01.nc,3,35,231L,PGC0,1
249,393,249,3202,SWOT_L2_HR_PIXC_003_035_231R_20230902T045134_20230902T045145_PGC0_01.nc,3,35,231R,PGC0,1
250,394,250,3205,SWOT_L2_HR_PIXC_003_035_232L_20230902T045144_20230902T045155_PGC0_01.nc,3,35,232L,PGC0,1
251,395,251,3204,SWOT_L2_HR_PIXC_003_035_232R_20230902T045144_20230902T045155_PGC0_01.nc,3,35,232R,PGC0,1
252,396,252,3207,SWOT_L2_HR_PIXC_003_035_233L_20230902T045154_20230902T045205_PGC0_01.nc,3,35,233L,PGC0,1
253,397,253,3206,SWOT_L2_HR_PIXC_003_035_233R_20230902T045154_20230902T045205_PGC0_01.nc,3,35,233R,PGC0,1
254,398,254,3209,SWOT_L2_HR_PIXC_003_035_234L_20230902T045204_20230902T045215_PGC0_01.nc,3,35,234L,PGC0,1
255,399,255,3208,SWOT_L2_HR_PIXC_003_035_234R_20230902T045204_20230902T045215_PGC0_01.nc,3,35,234R,PGC0,1
256,400,256,3211,SWOT_L2_HR_PIXC_003_035_235L_20230902T045214_20230902T045225_PGC0_01.nc,3,35,235L,PGC0,1
257,401,257,3210,SWOT_L2_HR_PIXC_003_035_235R_20230902T045214_20230902T045225_PGC0_01.nc,3,35,235R,PGC0,1
258,403,258,3212,SWOT_L2_HR_PIXC_003_035_236R_20230902T045224_20230902T045235_PGC0_01.nc,3,35,236R,PGC0,1
259,405,259,3214,SWOT_L2_HR_PIXC_003_035_237R_20230902T045234_20230902T045245_PGC0_01.nc,3,35,237R,PGC0,1
260,406,260,3217,SWOT_L2_HR_PIXC_003_035_238L_20230902T045244_20230902T045255_PGC0_01.nc,3,35,238L,PGC0,1
261,407,261,3216,SWOT_L2_HR_PIXC_003_035_238R_20230902T045244_20230902T045255_PGC0_01.nc,3,35,238R,PGC0,1
262,411,262,3221,SWOT_L2_HR_PIXC_003_063_227R_20230903T045126_20230903T045137_PGC0_01.nc,3,63,227R,PGC0,1
263,412,263,3222,SWOT_L2_HR_PIXC_003_063_228R_20230903T045136_20230903T045147_PGC0_01.nc,3,63,228R,PGC0,1
264,413,264,3224,SWOT_L2_HR_PIXC_003_063_229R_20230903T045146_20230903T045157_PGC0_01.nc,3,63,229R,PGC0,1
265,414,265,3225,SWOT_L2_HR_PIXC_003_063_230R_20230903T045156_20230903T045207_PGC0_01.nc,3,63,230R,PGC0,1
266,415,266,3226,SWOT_L2_HR_PIXC_003_063_231L_20230903T045206_20230903T045217_PGC0_01.nc,3,63,231L,PGC0,1
267,416,267,3223,SWOT_L2_HR_PIXC_003_063_231R_20230903T045206_20230903T045217_PGC0_01.nc,3,63,231R,PGC0,1
268,417,268,3227,SWOT_L2_HR_PIXC_003_063_232L_20230903T045216_20230903T045227_PGC0_01.nc,3,63,232L,PGC0,1
269,418,269,3228,SWOT_L2_HR_PIXC_003_063_232R_20230903T045216_20230903T045227_PGC0_01.nc,3,63,232R,PGC0,1
270,419,270,3230,SWOT_L2_HR_PIXC_003_063_233L_20230903T045226_20230903T045237_PGC0_01.nc,3,63,233L,PGC0,1
271,420,271,3229,SWOT_L2_HR_PIXC_003_063_233R_20230903T045226_20230903T045237_PGC0_01.nc,3,63,233R,PGC0,1
272,421,272,3232,SWOT_L2_HR_PIXC_003_063_234L_20230903T045236_20230903T045247_PGC0_01.nc,3,63,234L,PGC0,1
273,422,273,3231,SWOT_L2_HR_PIXC_003_063_234R_20230903T045236_20230903T045247_PGC0_01.nc,3,63,234R,PGC0,1
274,425,274,3235,SWOT_L2_HR_PIXC_003_063_236L_20230903T045256_20230903T045307_PGC0_01.nc,3,63,236L,PGC0,1
275,428,275,3238,SWOT_L2_HR_PIXC_003_063_237R_20230903T045306_20230903T045317_PGC0_01.nc,3,63,237R,PGC0,1
276,443,276,3253,SWOT_L2_HR_PIXC_003_214_071R_20230908T135353_20230908T135404_PGC0_01.nc,3,214,071R,PGC0,1
277,445,277,3254,SWOT_L2_HR_PIXC_003_214_072R_20230908T135403_20230908T135414_PGC0_01.nc,3,214,072R,PGC0,1
278,447,278,3256,SWOT_L2_HR_PIXC_003_214_073R_20230908T135413_20230908T135424_PGC0_01.nc,3,214,073R,PGC0,1
279,449,279,3259,SWOT_L2_HR_PIXC_003_214_074R_20230908T135423_20230908T135434_PGC0_01.nc,3,214,074R,PGC0,1
280,451,280,3260,SWOT_L2_HR_PIXC_003_214_075R_20230908T135433_20230908T135441_PGC0_01.nc,3,214,075R,PGC0,1
281,453,281,3262,SWOT_L2_HR_PIXC_003_214_076R_20230908T135451_20230908T135454_PGC0_01.nc,3,214,076R,PGC0,1
282,460,282,3272,SWOT_L2_HR_PIXC_003_242_071L_20230909T135424_20230909T135435_PGC0_01.nc,3,242,071L,PGC0,1
283,462,283,3273,SWOT_L2_HR_PIXC_003_242_072L_20230909T135434_20230909T135445_PGC0_01.nc,3,242,072L,PGC0,1
284,463,284,3271,SWOT_L2_HR_PIXC_003_242_072R_20230909T135434_20230909T135445_PGC0_01.nc,3,242,072R,PGC0,1
285,464,285,3275,SWOT_L2_HR_PIXC_003_242_073L_20230909T135444_20230909T135455_PGC0_01.nc,3,242,073L,PGC0,1
286,465,286,3274,SWOT_L2_HR_PIXC_003_242_073R_20230909T135444_20230909T135455_PGC0_01.nc,3,242,073R,PGC0,1
287,466,287,3278,SWOT_L2_HR_PIXC_003_242_074L_20230909T135454_20230909T135505_PGC0_01.nc,3,242,074L,PGC0,1
288,467,288,3276,SWOT_L2_HR_PIXC_003_242_074R_20230909T135454_20230909T135505_PGC0_01.nc,3,242,074R,PGC0,1
289,468,289,3279,SWOT_L2_HR_PIXC_003_242_075L_20230909T135504_20230909T135515_PGC0_01.nc,3,242,075L,PGC0,1
290,469,290,3277,SWOT_L2_HR_PIXC_003_242_075R_20230909T135504_20230909T135515_PGC0_01.nc,3,242,075R,PGC0,1
291,470,291,3281,SWOT_L2_HR_PIXC_003_242_076L_20230909T135514_20230909T135525_PGC0_01.nc,3,242,076L,PGC0,1
292,471,292,3280,SWOT_L2_HR_PIXC_003_242_076R_20230909T135514_20230909T135525_PGC0_01.nc,3,242,076R,PGC0,1
293,472,293,3283,SWOT_L2_HR_PIXC_003_242_077L_20230909T135524_20230909T135531_PGC0_01.nc,3,242,077L,PGC0,1
294,473,294,3282,SWOT_L2_HR_PIXC_003_242_077R_20230909T135524_20230909T135531_PGC0_01.nc,3,242,077R,PGC0,1
295,479,295,3296,SWOT_L2_HR_PIXC_003_270_072L_20230910T135505_20230910T135516_PGC0_02.nc,3,270,072L,PGC0,2
296,485,296,3309,SWOT_L2_HR_PIXC_003_270_075L_20230910T135535_20230910T135546_PGC0_02.nc,3,270,075L,PGC0,2
297,486,297,3307,SWOT_L2_HR_PIXC_003_270_075R_20230910T135535_20230910T135546_PGC0_02.nc,3,270,075R,PGC0,2
298,487,298,3313,SWOT_L2_HR_PIXC_003_270_076L_20230910T135545_20230910T135556_PGC0_02.nc,3,270,076L,PGC0,2
299,488,299,3311,SWOT_L2_HR_PIXC_003_270_076R_20230910T135545_20230910T135556_PGC0_02.nc,3,270,076R,PGC0,2
300,489,300,3315,SWOT_L2_HR_PIXC_003_270_077L_20230910T135555_20230910T135606_PGC0_02.nc,3,270,077L,PGC0,2
301,490,301,3317,SWOT_L2_HR_PIXC_003_270_077R_20230910T135555_20230910T135606_PGC0_02.nc,3,270,077R,PGC0,2
302,491,302,3321,SWOT_L2_HR_PIXC_003_270_078L_20230910T135605_20230910T135616_PGC0_02.nc,3,270,078L,PGC0,2
303,492,303,3319,SWOT_L2_HR_PIXC_003_270_078R_20230910T135605_20230910T135616_PGC0_02.nc,3,270,078R,PGC0,2
304,493,304,3325,SWOT_L2_HR_PIXC_003_270_079L_20230910T135615_20230910T135626_PGC0_02.nc,3,270,079L,PGC0,2
305,494,305,3323,SWOT_L2_HR_PIXC_003_270_079R_20230910T135615_20230910T135626_PGC0_02.nc,3,270,079R,PGC0,2
306,495,306,3329,SWOT_L2_HR_PIXC_003_270_080L_20230910T135625_20230910T135627_PGC0_02.nc,3,270,080L,PGC0,2
307,496,307,3327,SWOT_L2_HR_PIXC_003_270_080R_20230910T135625_20230910T135627_PGC0_02.nc,3,270,080R,PGC0,2
308,497,308,3333,SWOT_L2_HR_PIXC_003_270_081L_20230910T135641_20230910T135645_PGC0_02.nc,3,270,081L,PGC0,2
309,498,309,3331,SWOT_L2_HR_PIXC_003_270_081R_20230910T135641_20230910T135645_PGC0_02.nc,3,270,081R,PGC0,2
310,499,310,3335,SWOT_L2_HR_PIXC_003_285_233L_20230911T031347_20230911T031352_PGC0_01.nc,3,285,233L,PGC0,1
311,501,311,3337,SWOT_L2_HR_PIXC_003_285_234L_20230911T031351_20230911T031402_PGC0_01.nc,3,285,234L,PGC0,1
312,503,312,3338,SWOT_L2_HR_PIXC_003_285_235L_20230911T031401_20230911T031412_PGC0_01.nc,3,285,235L,PGC0,1
313,515,313,3350,SWOT_L2_HR_PIXC_003_298_075L_20230911T135606_20230911T135617_PGC0_01.nc,3,298,075L,PGC0,1
314,516,314,3353,SWOT_L2_HR_PIXC_003_298_076L_20230911T135616_20230911T135627_PGC0_01.nc,3,298,076L,PGC0,1
315,517,315,3351,SWOT_L2_HR_PIXC_003_298_076R_20230911T135616_20230911T135627_PGC0_01.nc,3,298,076R,PGC0,1
316,518,316,3354,SWOT_L2_HR_PIXC_003_298_077L_20230911T135626_20230911T135637_PGC0_01.nc,3,298,077L,PGC0,1
317,519,317,3352,SWOT_L2_HR_PIXC_003_298_077R_20230911T135626_20230911T135637_PGC0_01.nc,3,298,077R,PGC0,1
318,520,318,3356,SWOT_L2_HR_PIXC_003_298_078L_20230911T135636_20230911T135647_PGC0_01.nc,3,298,078L,PGC0,1
319,521,319,3355,SWOT_L2_HR_PIXC_003_298_078R_20230911T135636_20230911T135647_PGC0_01.nc,3,298,078R,PGC0,1
320,522,320,3358,SWOT_L2_HR_PIXC_003_298_079L_20230911T135646_20230911T135657_PGC0_01.nc,3,298,079L,PGC0,1
321,523,321,3357,SWOT_L2_HR_PIXC_003_298_079R_20230911T135646_20230911T135657_PGC0_01.nc,3,298,079R,PGC0,1
322,524,322,3360,SWOT_L2_HR_PIXC_003_298_080L_20230911T135656_20230911T135707_PGC0_01.nc,3,298,080L,PGC0,1
323,525,323,3359,SWOT_L2_HR_PIXC_003_298_080R_20230911T135656_20230911T135707_PGC0_01.nc,3,298,080R,PGC0,1
324,526,324,3362,SWOT_L2_HR_PIXC_003_298_081L_20230911T135706_20230911T135717_PGC0_01.nc,3,298,081L,PGC0,1
325,527,325,3361,SWOT_L2_HR_PIXC_003_298_081R_20230911T135706_20230911T135717_PGC0_01.nc,3,298,081R,PGC0,1
326,528,326,3364,SWOT_L2_HR_PIXC_003_298_082L_20230911T135716_20230911T135727_PGC0_01.nc,3,298,082L,PGC0,1
327,529,327,3363,SWOT_L2_HR_PIXC_003_298_082R_20230911T135716_20230911T135727_PGC0_01.nc,3,298,082R,PGC0,1
328,530,328,3366,SWOT_L2_HR_PIXC_003_298_083L_20230911T135726_20230911T135730_PGC0_01.nc,3,298,083L,PGC0,1
329,531,329,3365,SWOT_L2_HR_PIXC_003_298_083R_20230911T135726_20230911T135730_PGC0_01.nc,3,298,083R,PGC0,1
330,532,330,3368,SWOT_L2_HR_PIXC_003_313_227L_20230912T031318_20230912T031323_PGC0_01.nc,3,313,227L,PGC0,1
331,533,331,3367,SWOT_L2_HR_PIXC_003_313_227R_20230912T031318_20230912T031323_PGC0_01.nc,3,313,227R,PGC0,1
332,534,332,3371,SWOT_L2_HR_PIXC_003_313_228L_20230912T031322_20230912T031330_PGC0_01.nc,3,313,228L,PGC0,1
333,535,333,3369,SWOT_L2_HR_PIXC_003_313_228R_20230912T031322_20230912T031330_PGC0_01.nc,3,313,228R,PGC0,1
334,536,334,3372,SWOT_L2_HR_PIXC_003_313_231L_20230912T031400_20230912T031403_PGC0_01.nc,3,313,231L,PGC0,1
335,538,335,3374,SWOT_L2_HR_PIXC_003_313_232L_20230912T031402_20230912T031413_PGC0_01.nc,3,313,232L,PGC0,1
336,539,336,3373,SWOT_L2_HR_PIXC_003_313_232R_20230912T031402_20230912T031413_PGC0_01.nc,3,313,232R,PGC0,1
337,540,337,3376,SWOT_L2_HR_PIXC_003_313_233L_20230912T031412_20230912T031423_PGC0_01.nc,3,313,233L,PGC0,1
338,541,338,3375,SWOT_L2_HR_PIXC_003_313_233R_20230912T031412_20230912T031423_PGC0_01.nc,3,313,233R,PGC0,1
339,542,339,3378,SWOT_L2_HR_PIXC_003_313_234L_20230912T031422_20230912T031433_PGC0_01.nc,3,313,234L,PGC0,1
340,543,340,3377,SWOT_L2_HR_PIXC_003_313_234R_20230912T031422_20230912T031433_PGC0_01.nc,3,313,234R,PGC0,1
341,544,341,3380,SWOT_L2_HR_PIXC_003_313_235L_20230912T031432_20230912T031443_PGC0_01.nc,3,313,235L,PGC0,1
342,545,342,3379,SWOT_L2_HR_PIXC_003_313_235R_20230912T031432_20230912T031443_PGC0_01.nc,3,313,235R,PGC0,1
343,546,343,3382,SWOT_L2_HR_PIXC_003_313_236L_20230912T031442_20230912T031453_PGC0_01.nc,3,313,236L,PGC0,1
344,547,344,3381,SWOT_L2_HR_PIXC_003_313_236R_20230912T031442_20230912T031453_PGC0_01.nc,3,313,236R,PGC0,1
345,548,345,3384,SWOT_L2_HR_PIXC_003_313_237L_20230912T031452_20230912T031503_PGC0_01.nc,3,313,237L,PGC0,1
346,549,346,3383,SWOT_L2_HR_PIXC_003_313_237R_20230912T031452_20230912T031503_PGC0_01.nc,3,313,237R,PGC0,1
347,550,347,3386,SWOT_L2_HR_PIXC_003_313_238L_20230912T031502_20230912T031513_PGC0_01.nc,3,313,238L,PGC0,1
348,551,348,3385,SWOT_L2_HR_PIXC_003_313_238R_20230912T031502_20230912T031513_PGC0_01.nc,3,313,238R,PGC0,1
349,555,349,3391,SWOT_L2_HR_PIXC_003_341_226L_20230913T031336_20230913T031344_PGC0_01.nc,3,341,226L,PGC0,1
350,556,350,3390,SWOT_L2_HR_PIXC_003_341_226R_20230913T031336_20230913T031344_PGC0_01.nc,3,341,226R,PGC0,1
351,557,351,3393,SWOT_L2_HR_PIXC_003_341_227L_20230913T031343_20230913T031354_PGC0_01.nc,3,341,227L,PGC0,1
352,558,352,3392,SWOT_L2_HR_PIXC_003_341_227R_20230913T031343_20230913T031354_PGC0_01.nc,3,341,227R,PGC0,1
353,559,353,3395,SWOT_L2_HR_PIXC_003_341_228L_20230913T031353_20230913T031404_PGC0_01.nc,3,341,228L,PGC0,1
354,560,354,3394,SWOT_L2_HR_PIXC_003_341_228R_20230913T031353_20230913T031404_PGC0_01.nc,3,341,228R,PGC0,1
355,561,355,3397,SWOT_L2_HR_PIXC_003_341_229L_20230913T031403_20230913T031414_PGC0_01.nc,3,341,229L,PGC0,1
356,562,356,3396,SWOT_L2_HR_PIXC_003_341_229R_20230913T031403_20230913T031414_PGC0_01.nc,3,341,229R,PGC0,1
357,563,357,3399,SWOT_L2_HR_PIXC_003_341_230L_20230913T031413_20230913T031424_PGC0_01.nc,3,341,230L,PGC0,1
358,564,358,3398,SWOT_L2_HR_PIXC_003_341_230R_20230913T031413_20230913T031424_PGC0_01.nc,3,341,230R,PGC0,1
359,565,359,3401,SWOT_L2_HR_PIXC_003_341_231L_20230913T031423_20230913T031434_PGC0_01.nc,3,341,231L,PGC0,1
360,566,360,3400,SWOT_L2_HR_PIXC_003_341_231R_20230913T031423_20230913T031434_PGC0_01.nc,3,341,231R,PGC0,1
361,567,361,3403,SWOT_L2_HR_PIXC_003_341_232L_20230913T031433_20230913T031444_PGC0_01.nc,3,341,232L,PGC0,1
362,568,362,3402,SWOT_L2_HR_PIXC_003_341_232R_20230913T031433_20230913T031444_PGC0_01.nc,3,341,232R,PGC0,1
363,569,363,3405,SWOT_L2_HR_PIXC_003_341_233L_20230913T031443_20230913T031454_PGC0_01.nc,3,341,233L,PGC0,1
364,570,364,3404,SWOT_L2_HR_PIXC_003_341_233R_20230913T031443_20230913T031454_PGC0_01.nc,3,341,233R,PGC0,1
365,571,365,3406,SWOT_L2_HR_PIXC_003_341_234L_20230913T031453_20230913T031504_PGC0_01.nc,3,341,234L,PGC0,1
366,572,366,3407,SWOT_L2_HR_PIXC_003_341_234R_20230913T031453_20230913T031504_PGC0_01.nc,3,341,234R,PGC0,1
367,573,367,3408,SWOT_L2_HR_PIXC_003_341_235L_20230913T031503_20230913T031514_PGC0_01.nc,3,341,235L,PGC0,1
368,574,368,3409,SWOT_L2_HR_PIXC_003_341_235R_20230913T031503_20230913T031514_PGC0_01.nc,3,341,235R,PGC0,1
369,575,369,3411,SWOT_L2_HR_PIXC_003_341_236L_20230913T031513_20230913T031524_PGC0_01.nc,3,341,236L,PGC0,1
370,577,370,3413,SWOT_L2_HR_PIXC_003_341_237L_20230913T031523_20230913T031534_PGC0_01.nc,3,341,237L,PGC0,1
371,578,371,3412,SWOT_L2_HR_PIXC_003_341_237R_20230913T031523_20230913T031534_PGC0_01.nc,3,341,237R,PGC0,1
372,580,372,3414,SWOT_L2_HR_PIXC_003_341_238R_20230913T031533_20230913T031544_PGC0_01.nc,3,341,238R,PGC0,1
373,584,373,3419,SWOT_L2_HR_PIXC_003_369_233R_20230914T031514_20230914T031525_PGC0_01.nc,3,369,233R,PGC0,1
374,585,374,3420,SWOT_L2_HR_PIXC_003_369_234R_20230914T031524_20230914T031535_PGC0_01.nc,3,369,234R,PGC0,1
375,587,375,3422,SWOT_L2_HR_PIXC_003_369_236R_20230914T031544_20230914T031555_PGC0_01.nc,3,369,236R,PGC0,1
376,602,376,3437,SWOT_L2_HR_PIXC_003_492_073R_20230918T121630_20230918T121641_PGC0_01.nc,3,492,073R,PGC0,1
377,603,377,3438,SWOT_L2_HR_PIXC_003_492_074R_20230918T121640_20230918T121651_PGC0_01.nc,3,492,074R,PGC0,1
378,604,378,3439,SWOT_L2_HR_PIXC_003_492_075R_20230918T121650_20230918T121701_PGC0_01.nc,3,492,075R,PGC0,1
379,608,379,3444,SWOT_L2_HR_PIXC_003_520_071L_20230919T121641_20230919T121652_PGC0_01.nc,3,520,071L,PGC0,1
380,609,380,3443,SWOT_L2_HR_PIXC_003_520_071R_20230919T121641_20230919T121652_PGC0_01.nc,3,520,071R,PGC0,1
381,610,381,3446,SWOT_L2_HR_PIXC_003_520_072L_20230919T121651_20230919T121702_PGC0_01.nc,3,520,072L,PGC0,1
382,611,382,3445,SWOT_L2_HR_PIXC_003_520_072R_20230919T121651_20230919T121702_PGC0_01.nc,3,520,072R,PGC0,1
383,612,383,3448,SWOT_L2_HR_PIXC_003_520_073L_20230919T121701_20230919T121712_PGC0_01.nc,3,520,073L,PGC0,1
384,613,384,3447,SWOT_L2_HR_PIXC_003_520_073R_20230919T121701_20230919T121712_PGC0_01.nc,3,520,073R,PGC0,1
385,614,385,3450,SWOT_L2_HR_PIXC_003_520_074L_20230919T121711_20230919T121722_PGC0_01.nc,3,520,074L,PGC0,1
386,615,386,3449,SWOT_L2_HR_PIXC_003_520_074R_20230919T121711_20230919T121722_PGC0_01.nc,3,520,074R,PGC0,1
387,616,387,3452,SWOT_L2_HR_PIXC_003_520_075L_20230919T121721_20230919T121732_PGC0_01.nc,3,520,075L,PGC0,1
388,617,388,3451,SWOT_L2_HR_PIXC_003_520_075R_20230919T121721_20230919T121732_PGC0_01.nc,3,520,075R,PGC0,1
389,618,389,3454,SWOT_L2_HR_PIXC_003_520_076L_20230919T121731_20230919T121739_PGC0_01.nc,3,520,076L,PGC0,1
390,619,390,3453,SWOT_L2_HR_PIXC_003_520_076R_20230919T121731_20230919T121739_PGC0_01.nc,3,520,076R,PGC0,1
391,626,391,3460,SWOT_L2_HR_PIXC_003_548_072R_20230920T121722_20230920T121733_PGC0_01.nc,3,548,072R,PGC0,1
392,627,392,3463,SWOT_L2_HR_PIXC_003_548_073L_20230920T121732_20230920T121743_PGC0_01.nc,3,548,073L,PGC0,1
393,629,393,3465,SWOT_L2_HR_PIXC_003_548_074L_20230920T121742_20230920T121753_PGC0_01.nc,3,548,074L,PGC0,1
394,630,394,3464,SWOT_L2_HR_PIXC_003_548_074R_20230920T121742_20230920T121753_PGC0_01.nc,3,548,074R,PGC0,1
395,631,395,3467,SWOT_L2_HR_PIXC_003_548_075L_20230920T121752_20230920T121803_PGC0_01.nc,3,548,075L,PGC0,1
396,632,396,3466,SWOT_L2_HR_PIXC_003_548_075R_20230920T121752_20230920T121803_PGC0_01.nc,3,548,075R,PGC0,1
397,633,397,3468,SWOT_L2_HR_PIXC_003_548_076L_20230920T121802_20230920T121813_PGC0_01.nc,3,548,076L,PGC0,1
